shock,var,h,med,p10,p90
monetary_tightening,gg_deficit_pct_gdp,1,1.576116970326523,-0.9678099303893904,9.247857416942958
monetary_tightening,gg_deficit_pct_gdp,2,1.5875402994662149,-0.9291187625694426,9.092046341280136
monetary_tightening,gg_deficit_pct_gdp,3,1.495065856602936,-0.9751749563936905,8.18417796819689
monetary_tightening,gg_deficit_pct_gdp,4,1.4074976113044453,-0.9939560492233057,7.661541703199371
monetary_tightening,gg_deficit_pct_gdp,5,1.2708234291391074,-1.0849502623760168,6.889859301400805
monetary_tightening,gg_deficit_pct_gdp,6,1.162409016548225,-1.0898975771382298,5.878650536455198
monetary_tightening,gg_deficit_pct_gdp,7,1.056751320714692,-1.1617088652380503,5.35624579361394
monetary_tightening,gg_deficit_pct_gdp,8,0.9250130409148041,-1.1749205446788622,4.9555178410656735
monetary_tightening,gg_deficit_pct_gdp,9,0.8028173378518084,-1.2382176935634162,4.621478528342262
monetary_tightening,gg_deficit_pct_gdp,10,0.6997516499477183,-1.3788311851383135,4.256704622462901
monetary_tightening,gg_deficit_pct_gdp,11,0.5666016209920967,-1.3528393458608532,3.8442334406830363
monetary_tightening,gg_deficit_pct_gdp,12,0.5145855071265928,-1.5395570205880338,3.532065065424095
monetary_tightening,gg_deficit_pct_gdp,13,0.4446916268065886,-1.4642633420401783,3.1390077260155542
monetary_tightening,gg_deficit_pct_gdp,14,0.35301813207152105,-1.5269783096086895,3.022939428238346
monetary_tightening,gg_deficit_pct_gdp,15,0.2677852732788223,-1.509414203246645,2.8510072971857854
monetary_tightening,gg_deficit_pct_gdp,16,0.21901110073687408,-1.4948825764144846,2.5998372464558837
monetary_tightening,gg_deficit_pct_gdp,17,0.17168856629106372,-1.5136561008578018,2.3609831704405635
monetary_tightening,gg_deficit_pct_gdp,18,0.12561509228634138,-1.570246524906784,2.176011804473103
monetary_tightening,gg_deficit_pct_gdp,19,0.1043575515497048,-1.5826874782944862,1.9923152665502837
monetary_tightening,gg_deficit_pct_gdp,20,0.07509140922903135,-1.6537290233916573,1.9015772522447847
monetary_tightening,gg_debt_pct_gdp,0,-2.0188171087610702,-15.995096379785545,3.6826429772295235
monetary_tightening,gg_debt_pct_gdp,1,-0.6743641136112859,-11.528457867117176,6.196355437560856
monetary_tightening,gg_debt_pct_gdp,2,-0.216682579674063,-10.71641291727057,9.804098680352835
monetary_tightening,gg_debt_pct_gdp,3,0.10314673880589319,-9.939403268868302,11.652950884557393
monetary_tightening,gg_debt_pct_gdp,4,0.3928902383488957,-9.021042008954783,13.493263999839652
monetary_tightening,gg_debt_pct_gdp,5,0.5800143917362444,-8.442317185458043,13.620047114913785
monetary_tightening,gg_debt_pct_gdp,6,0.6693565434780744,-8.392662928699707,14.450565084730465
monetary_tightening,gg_debt_pct_gdp,7,0.8072514774260501,-8.361583399962418,14.790363541959513
monetary_tightening,gg_debt_pct_gdp,8,0.8717807865267737,-7.8500835206458035,15.032280139021365
monetary_tightening,gg_debt_pct_gdp,9,0.9365012398808226,-7.782974636843746,15.01208571085561
monetary_tightening,gg_debt_pct_gdp,10,0.9821852466441795,-7.83751478307333,15.597775795246326
monetary_tightening,gg_debt_pct_gdp,11,1.046481822215051,-7.812228452352182,15.44775975022473
monetary_tightening,gg_debt_pct_gdp,12,0.95713826588846,-7.531276640266533,15.453839637259483
monetary_tightening,gg_debt_pct_gdp,13,0.9550524425574713,-7.465017789341628,14.935446726843322
monetary_tightening,gg_debt_pct_gdp,14,0.9200790070060911,-7.1108302762543,15.279022019008945
monetary_tightening,gg_debt_pct_gdp,15,0.872977722664157,-6.931238762526731,14.778968963397878
monetary_tightening,gg_debt_pct_gdp,16,0.8394658364596786,-7.178853807278978,14.318385309517405
monetary_tightening,gg_debt_pct_gdp,17,0.7464391240300647,-6.999747272716268,13.759722423421959
monetary_tightening,gg_debt_pct_gdp,18,0.6452879531079334,-6.729610054425229,13.29680428434934
monetary_tightening,gg_debt_pct_gdp,19,0.6403834404171987,-6.467653689176627,12.948023842144794
monetary_tightening,gg_debt_pct_gdp,20,0.6358801628590418,-6.52147775162555,12.662087209813334
monetary_tightening,level,0,0.103617477976647,-3.147591807825802,1.8288319804871134
monetary_tightening,level,1,-0.03460973780115026,-3.6127039520152473,1.477350858000075
monetary_tightening,level,2,-0.21821802948228128,-4.239568932266437,1.2240359512182977
monetary_tightening,level,3,-0.3874655270754715,-4.446130249736145,1.038358088546351
monetary_tightening,level,4,-0.49103140942470425,-4.906873541569656,0.8833143787882055
monetary_tightening,level,5,-0.5558726909194369,-4.990241282772781,0.7758525200247102
monetary_tightening,level,6,-0.6289562018680247,-5.148698946081606,0.6374761226957212
monetary_tightening,level,7,-0.647576356021931,-5.251584509215134,0.5393204230955309
monetary_tightening,level,8,-0.6638460170521931,-5.177065575363493,0.4755722174518921
monetary_tightening,level,9,-0.6895472655128878,-5.134300368501616,0.4358310525046576
monetary_tightening,level,10,-0.6751392417156052,-5.121280354749001,0.37167326225439545
monetary_tightening,level,11,-0.6596237027923824,-5.036492497282411,0.37979404703356573
monetary_tightening,level,12,-0.6296158033958684,-4.690330981964912,0.36632113509011177
monetary_tightening,level,13,-0.6157582066876097,-4.59784727152264,0.3442645694734525
monetary_tightening,level,14,-0.6026670425720284,-4.597045853764103,0.35521585952269336
monetary_tightening,level,15,-0.5894931673832882,-4.626937914797842,0.354827581919214
monetary_tightening,level,16,-0.5559380922143771,-4.419694653423852,0.36425140693434255
monetary_tightening,level,17,-0.539650061600438,-4.300967146179627,0.37010474072844746
monetary_tightening,level,18,-0.5179556799604144,-4.201114949744385,0.4024485553675942
