date,infl_q_ann,gdp_q_ann,policy_rate,gg_deficit_pct_gdp,gg_debt_pct_gdp,yc_spot_1y,yc_spot_5y,yc_spot_10y,level,slope_10y_1y,curvature_ns_like
2022-09-30,6.901828310416645,1.7811298454238096,1.25,-3.02,90.745,0.5990098632581939,1.1223440613691698,1.4193953526711045,1.046916425766156,0.8203854894129106,0.22628290680904106
2022-12-31,9.20863828957584,-0.1930718394249331,2.5,-3.393,89.308,2.0034943889010672,2.04365153310452,2.2112011038890684,2.0861156752982186,0.2077067149880012,-0.12739242658109529
2023-03-31,1.4868881993464642,-0.0517419261517995,3.5,-3.545,89.017,2.7882159535012936,2.3876710767272646,2.397850704514189,2.5245792449142495,-0.3903652489871048,-0.4107245045609531
2023-06-30,6.423344452481556,0.788176097283535,4.0,-3.783,88.476,3.0694670557019275,2.407891812746207,2.467521580341214,2.6482934829297826,-0.6019454753607136,-0.7212050105507273
2023-09-30,2.243924111108613,-0.1187878965250134,4.5,-3.68,88.004,3.44153993286,2.620453584218461,2.655055217612308,2.9056829115635896,-0.7864847152476919,-0.855687982035386
2023-12-31,0.6664339273031756,0.2995957425122423,4.5,-3.502,86.953,3.335521123680645,2.4867324044451613,2.609480043682258,2.8105778572693545,-0.726041079998387,-0.97153635847258
2024-03-31,0.9011429011162928,1.0900130854722796,4.5,-3.478,87.403,3.225657466766666,2.2512940617142854,2.3761142375682542,2.6176885886830683,-0.849543229198412,-1.0991835809063497
2024-06-30,6.009073272349511,0.9001807424066621,4.25,-3.436,87.685,3.258066867679365,2.487573127722222,2.5575987755809524,2.76774625699418,-0.7004680920984128,-0.8405193878158737
2024-09-30,0.9805089320386504,1.6182551511296348,3.65,-3.247,87.709,2.834862513457576,2.1809411432424244,2.377072424483333,2.464292027061111,-0.4577900889742428,-0.85005265145606
2024-12-31,0.9045732115059328,1.7088079901050175,3.15,-3.064,87.08,2.326711740726984,2.0583742135047616,2.3547174680476197,2.2466011407597883,0.028005727320635554,-0.5646807817650807
2025-03-31,1.3635065776534858,2.249232056521259,2.65,-2.965,87.723,2.188781270779365,2.28241524328254,2.6506591565126985,2.3739518901915346,0.46187788573333366,-0.27460994072698286
2025-06-30,4.736000368040974,0.5082390976860302,2.15,-2.847,88.173,1.8223808436435485,2.111617109412903,2.6466722020596776,2.1935567183720432,0.8242913584161291,-0.24581882687742018
